x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,label
0.127718657,0.392783552,-3.42E-07,0.197384387,0.311865121,-0.027166644,0.229804605,0.184381098,-0.035376564,0.228645176,0.082679093,-0.044411633,0.233014613,0,-0.048581749,0.161241338,0.096156567,-0.003050371,0.17862922,0.02476266,-0.044164151,0.190315723,0.102857471,-0.06425193,0.191799104,0.180669993,-0.06805519,0.10975945,0.11267519,-0.00403311,0.124841824,0.031171769,-0.048650555,0.146892801,0.129095346,-0.058059044,0.155908182,0.207759887,-0.050660186,0.055868194,0.146104485,-0.012502829,0.074278288,0.08109498,-0.062347598,0.109133556,0.180163234,-0.053919107,0.123271361,0.250274628,-0.032001276,0,0.197663337,-0.022412207,0.027280062,0.135920823,-0.057723206,0.065481514,0.202465266,-0.047835592,0.082651034,0.254961222,-0.029121,A
0.127413407,0.393372774,-3.52E-07,0.197466582,0.311626732,-0.026278593,0.229591683,0.183688819,-0.033998154,0.228162184,0.082040638,-0.042809606,0.232465282,0,-0.046919476,0.161572099,0.096366525,-0.001702575,0.177685633,0.026069701,-0.043129031,0.189079225,0.104920268,-0.064181082,0.190884829,0.183459282,-0.068559758,0.110001892,0.113284111,-0.002892012,0.123964638,0.032117069,-0.04768727,0.145714387,0.12952888,-0.057727624,0.155400798,0.208886623,-0.050670486,0.056047589,0.146721452,-0.01154365,0.072999686,0.081434041,-0.061141703,0.10791932,0.17996949,-0.053021699,0.122967213,0.250918567,-0.031265866,0,0.198081076,-0.021618504,0.026289016,0.135531723,-0.056807872,0.064551212,0.201860428,-0.047093574,0.082646146,0.255279899,-0.028413182,A
0.130148113,0.396090776,-3.44E-07,0.200401634,0.310982615,-0.025407711,0.23086375,0.181986243,-0.032857832,0.228283286,0.081123829,-0.041735049,0.234251469,0,-0.046011128,0.164107159,0.098217994,-0.001341525,0.178878009,0.027207375,-0.043047551,0.188651651,0.105353594,-0.064247385,0.190388843,0.184075266,-0.068677276,0.111645192,0.115887016,-0.00301242,0.124820322,0.034246951,-0.048255727,0.14529939,0.130373091,-0.058677282,0.155280247,0.210167021,-0.051839728,0.056805432,0.149599046,-0.012095907,0.072546907,0.082835019,-0.062158369,0.107444972,0.179939061,-0.054884501,0.123418882,0.251423687,-0.033639763,0,0.201195329,-0.022483246,0.024706118,0.136663079,-0.058613464,0.064722151,0.202184111,-0.049696863,0.085449055,0.256694466,-0.031385258,A
0.130074367,0.395484418,-3.48E-07,0.199985802,0.31141898,-0.025912914,0.230931699,0.181900054,-0.033733316,0.228568614,0.08125186,-0.042786829,0.234593242,0,-0.047084503,0.163331315,0.095871747,-0.002026017,0.178252339,0.02617839,-0.043656353,0.188236326,0.1052064,-0.064801559,0.190097272,0.184104234,-0.069224194,0.110993102,0.113739401,-0.003421057,0.124670044,0.033058941,-0.048608143,0.145321533,0.130217671,-0.058786362,0.155196741,0.210105807,-0.051724099,0.056407548,0.147456527,-0.012207688,0.072670519,0.082432777,-0.061973203,0.107628405,0.180119067,-0.054390941,0.123326868,0.251352876,-0.032973472,0,0.19868508,-0.022362441,0.025173366,0.135653019,-0.057975892,0.065049432,0.201292902,-0.04874428,0.085312858,0.255055994,-0.030273085,A
0.125428155,0.39181149,-3.65E-07,0.196569845,0.30897218,-0.026240069,0.229642376,0.182080507,-0.033672806,0.228848651,0.08141312,-0.041947372,0.232891455,0,-0.045124494,0.162653297,0.095537484,-0.002947329,0.176077798,0.022963881,-0.042696968,0.186315283,0.102609754,-0.061586976,0.187101334,0.180029392,-0.064805605,0.110768437,0.111321658,-0.003807353,0.12268962,0.02813983,-0.047723368,0.143738255,0.126179725,-0.056875285,0.152226314,0.20483321,-0.049402498,0.056433052,0.143452585,-0.01186091,0.069968507,0.075879365,-0.060033441,0.105837062,0.174246788,-0.051726617,0.121332139,0.244588196,-0.030372445,0,0.193455875,-0.021373823,0.023543112,0.130581707,-0.056135457,0.063555919,0.195200622,-0.047083467,0.083460763,0.247008264,-0.029139856,A
0.11988797,0.393992215,-3.40E-07,0.193664245,0.312705308,-0.027698921,0.230363421,0.187575728,-0.036025625,0.231028669,0.084408343,-0.04530273,0.236138605,0,-0.049777739,0.164269619,0.102575272,-0.002318001,0.180560164,0.025452584,-0.043255363,0.188584946,0.100653172,-0.063404404,0.187127285,0.177768797,-0.067264564,0.112905644,0.115721554,-0.003034573,0.126642965,0.02713567,-0.048270941,0.145003878,0.124515206,-0.058713749,0.151675992,0.205441087,-0.051657047,0.058151484,0.144922227,-0.011267283,0.07280013,0.073619038,-0.061029576,0.104735263,0.174434453,-0.053062636,0.117905341,0.247530073,-0.031222561,0,0.191642553,-0.02109473,0.025091782,0.128513396,-0.056378331,0.060502715,0.195647269,-0.047010891,0.07642173,0.249503165,-0.028635565,A
0.120634176,0.395923555,-3.21E-07,0.196853392,0.31387943,-0.025096703,0.231461607,0.186438084,-0.031371731,0.230130397,0.083326191,-0.039473869,0.237617485,0,-0.043425862,0.166691728,0.103906393,0.003073015,0.183496557,0.027221978,-0.037662849,0.191554569,0.097654521,-0.059244789,0.18990057,0.17252779,-0.064359672,0.114383109,0.117277324,0.001027908,0.128706612,0.028690398,-0.043877684,0.146621548,0.124243468,-0.055675194,0.152995639,0.205122471,-0.049681704,0.059127368,0.146513343,-0.008644999,0.075449146,0.075447857,-0.058817424,0.106356226,0.175811112,-0.052251022,0.118289508,0.2488873,-0.031188907,0,0.193693697,-0.019671451,0.026050724,0.13052693,-0.055071879,0.061723441,0.196876287,-0.046205387,0.077382497,0.250133812,-0.02826512,A
0.121557564,0.395177484,-3.23E-07,0.195981354,0.312166274,-0.025432359,0.231339455,0.186191261,-0.032475546,0.231973946,0.083495229,-0.04125192,0.23849231,0,-0.045646995,0.165922374,0.102195919,0.000940697,0.182441086,0.025394738,-0.039816435,0.190556049,0.098076701,-0.060778916,0.189185947,0.173808634,-0.065347999,0.11384207,0.116003156,-0.00086736,0.127541974,0.028690487,-0.045660697,0.145758212,0.1250467,-0.056744337,0.152580142,0.205603004,-0.05039667,0.058698371,0.14581579,-0.010191493,0.073690921,0.074081302,-0.059794564,0.105521455,0.173933506,-0.052659899,0.118462175,0.247196019,-0.031478759,0,0.193784058,-0.020938184,0.025443092,0.129871875,-0.056337658,0.061870471,0.195264459,-0.04757265,0.078406766,0.248870134,-0.029662246,A
0.122794285,0.392796218,-3.36E-07,0.195804343,0.310544372,-0.025285134,0.231197789,0.184948683,-0.032929674,0.231343642,0.082254499,-0.042109121,0.238383755,0,-0.046527766,0.164977133,0.099465847,-0.002893355,0.181392387,0.02444756,-0.044383224,0.190822735,0.101329297,-0.064036384,0.190445051,0.179481983,-0.067328699,0.113278523,0.114613622,-0.004865689,0.127335072,0.029165626,-0.050487097,0.146466583,0.12700066,-0.060302828,0.153371722,0.206186295,-0.053116389,0.058467165,0.14515546,-0.014155637,0.074080065,0.07400468,-0.064031266,0.106290504,0.173288405,-0.056023002,0.118740395,0.245288968,-0.034449112,0,0.193606377,-0.024795715,0.026432164,0.129896343,-0.059884112,0.064150959,0.194145143,-0.050822329,0.08106102,0.246518672,-0.032838423,A
0.122079089,0.391954064,-3.33E-07,0.194963217,0.311154544,-0.02685887,0.231550738,0.185484171,-0.035131875,0.23230578,0.082633317,-0.044387959,0.239234611,0,-0.048758656,0.165361091,0.098597795,-0.004936116,0.182874709,0.023250669,-0.045987334,0.192008972,0.100227594,-0.064965494,0.19071798,0.178239226,-0.067936026,0.113332063,0.11316815,-0.006160295,0.127531588,0.028022826,-0.050969992,0.146842927,0.126425505,-0.060046609,0.15341039,0.204998612,-0.052651525,0.058339149,0.143908501,-0.01471807,0.074651673,0.073913664,-0.064361721,0.107224539,0.173865497,-0.055994477,0.119421765,0.24547863,-0.03439422,0,0.192648113,-0.02469329,0.02610299,0.129078209,-0.059735704,0.064174294,0.194024146,-0.050344609,0.081213146,0.246402919,-0.032242354,A
0.016257182,0.50692001,6.90E-07,0.081375912,0.482689887,-0.053285584,0.125070333,0.386835307,-0.064366169,0.11087577,0.290736943,-0.068236485,0.082016245,0.212398082,-0.068677977,0.144625276,0.266445488,0.00075015,0.158002838,0.16280517,-0.004348302,0.156759694,0.090523392,-0.016081832,0.149553269,0.032007098,-0.026692266,0.098359376,0.24895969,0.014159904,0.11096929,0.138843894,0.012693782,0.112787351,0.06206581,-0.001743473,0.109517604,0,-0.012999927,0.051413834,0.251865655,0.018758971,0.066793576,0.147133142,0.007878471,0.074731752,0.083270818,-0.010262135,0.076142952,0.025049657,-0.021996278,0,0.268057436,0.017866271,0.013299935,0.183147937,0.000933544,0.021812469,0.131345183,-0.011494354,0.03036274,0.081975967,-0.018896762,B
0.009938158,0.545659631,5.23E-07,0.082056157,0.498297423,-0.04793223,0.133801021,0.400977939,-0.058550809,0.122193418,0.298740834,-0.063666284,0.085766532,0.220237643,-0.065422036,0.148700736,0.278715163,0.004580995,0.16304516,0.170491248,-0.001808456,0.160401069,0.097562343,-0.016027635,0.152981393,0.037872374,-0.028066682,0.10084895,0.258891255,0.015336379,0.117650531,0.143803,0.015415937,0.120200731,0.064872593,0.00195086,0.11659617,0,-0.009898813,0.052968182,0.261288196,0.01761367,0.069358505,0.152727574,0.009256206,0.078477897,0.088779002,-0.006942881,0.07869377,0.034306854,-0.018599736,0,0.275421947,0.014534122,0.013630666,0.189600199,0.001276419,0.025276281,0.137797743,-0.008799049,0.036853723,0.090680629,-0.015759429,B
0.009273559,0.559712261,4.91E-07,0.083772853,0.506400853,-0.043635845,0.135282293,0.404437453,-0.050694261,0.123965174,0.298677832,-0.053622253,0.084842786,0.222634584,-0.053156748,0.149309352,0.276512653,0.016854804,0.164953992,0.171376497,0.015692491,0.161199227,0.099947393,0.004063762,0.152963296,0.039601415,-0.007030542,0.100442886,0.258179873,0.025947869,0.118010923,0.143735141,0.031309132,0.120768622,0.065473586,0.020719571,0.11840789,0,0.010026325,0.052381352,0.26255402,0.026070602,0.068677828,0.153218359,0.021184821,0.078681394,0.089953095,0.00642198,0.079909071,0.036656231,-0.005125892,0,0.277808636,0.020697255,0.012548774,0.191823512,0.009402887,0.024197869,0.140507251,-0.000248146,0.036571234,0.093901694,-0.007654207,B
0.008495681,0.560234725,4.22E-07,0.084777407,0.506292284,-0.03926038,0.13664677,0.403080046,-0.044325709,0.125795491,0.297080874,-0.046178572,0.087696142,0.222069323,-0.04497702,0.148862578,0.274843752,0.019081477,0.165381216,0.169826448,0.017031107,0.161059193,0.100662172,0.004557988,0.152545296,0.040582925,-0.00732933,0.100370221,0.255741537,0.025826441,0.118879803,0.14146477,0.029392703,0.121884279,0.065011024,0.017042942,0.119948946,0,0.004950978,0.052482493,0.260040343,0.024073916,0.068848781,0.151002407,0.017868793,0.079639904,0.088143468,0.002132631,0.081630461,0.034883142,-0.010248686,0,0.276547551,0.017316077,0.012558401,0.189531326,0.005313286,0.024505354,0.13787359,-0.00467862,0.036892928,0.090494275,-0.012486842,B
0.008121617,0.561037481,4.11E-07,0.085230052,0.506142676,-0.038696006,0.137156129,0.403476954,-0.043302208,0.125878096,0.297106087,-0.044896387,0.08784923,0.222358942,-0.043495767,0.148657575,0.276200056,0.020800848,0.165372699,0.171008646,0.01922665,0.160970539,0.101929188,0.006857282,0.152776331,0.041369945,-0.005170906,0.10016194,0.256991386,0.027259827,0.118209496,0.14216572,0.030924281,0.120972574,0.065790296,0.018029122,0.119305566,0,0.005361052,0.052312613,0.260849774,0.02519289,0.068439394,0.151654124,0.018735467,0.079567105,0.088519901,0.002179006,0.081850186,0.034864247,-0.010858355,0,0.276971042,0.018187953,0.012754127,0.189424336,0.005878414,0.024823554,0.137610316,-0.004652478,0.037142843,0.09000048,-0.012962447,B
0.00741484,0.563198507,3.90E-07,0.084537186,0.509458542,-0.037312094,0.136819385,0.406427801,-0.042330541,0.125880934,0.2989555,-0.044509798,0.089570291,0.222682536,-0.043726701,0.148153625,0.281078398,0.01674984,0.165569417,0.174102485,0.011789089,0.161707066,0.104260623,-0.002143522,0.15374767,0.042594612,-0.014792752,0.100202329,0.260291994,0.022169951,0.119625874,0.143735856,0.022236859,0.122926511,0.066203773,0.008456846,0.12132705,0,-0.004257365,0.052660979,0.263260365,0.019552626,0.068969928,0.152994692,0.011069902,0.079602607,0.089624882,-0.004332868,0.081758924,0.036315978,-0.016118739,0,0.279899538,0.012192898,0.012552775,0.19353503,-0.000899251,0.024462804,0.141220331,-0.010507081,0.036400281,0.093130767,-0.017752213,B
0.006095812,0.563528806,3.85E-07,0.08352831,0.509720296,-0.037064642,0.136167109,0.407111496,-0.041920707,0.125157982,0.300127059,-0.043967709,0.088937089,0.224141151,-0.043001965,0.148086399,0.281744868,0.017398534,0.165537059,0.174731404,0.01271216,0.161607176,0.104889929,-0.001092253,0.153685808,0.043062091,-0.013668988,0.100074694,0.260730118,0.022837177,0.119300365,0.144057423,0.023131045,0.122395545,0.066406459,0.009427239,0.120574847,0,-0.003268362,0.052553266,0.263450176,0.020237312,0.068865016,0.15328154,0.01205606,0.079096615,0.090227097,-0.003213026,0.080853835,0.037117153,-0.014943963,0,0.279679447,0.012883139,0.01232782,0.193637401,0.00014723,0.024045944,0.141563505,-0.009341701,0.035846472,0.093517959,-0.01654177,B
0.006197408,0.56496793,3.94E-07,0.084074624,0.510294557,-0.03757273,0.136652417,0.407981575,-0.04253697,0.125411846,0.301955462,-0.044530813,0.089028828,0.226144969,-0.043487914,0.148798145,0.28101027,0.017603414,0.165447973,0.173974037,0.013705675,0.161500923,0.104480505,0.000176209,0.153924786,0.04239133,-0.012358353,0.100500129,0.260312974,0.023442339,0.119123615,0.14395985,0.0245812,0.122276239,0.066595942,0.010992281,0.120835252,0,-0.001765336,0.052605294,0.263457894,0.021184398,0.068503849,0.153252661,0.013649839,0.0786146,0.090803027,-0.001931977,0.080517791,0.03765282,-0.014013804,0,0.28008759,0.014130662,0.01229202,0.193739593,0.001872262,0.023857631,0.141951859,-0.007780836,0.035773687,0.093915999,-0.015231553,B
0.007523306,0.561505288,3.62E-07,0.085817777,0.505307466,-0.034798652,0.138175152,0.40485391,-0.038609352,0.12478403,0.301564127,-0.039819885,0.089738764,0.227482587,-0.038351394,0.149302132,0.278045326,0.017166544,0.165630765,0.171335965,0.012224264,0.16170717,0.103081971,-0.002091963,0.154694177,0.040922433,-0.015164957,0.100976162,0.257834703,0.021707982,0.119116418,0.142654896,0.021092266,0.122113697,0.065515071,0.006090654,0.120485865,0,-0.007626346,0.05283656,0.261343509,0.018659675,0.067808874,0.152151078,0.010073896,0.07751181,0.090168417,-0.005925087,0.079660781,0.038050532,-0.018098414,0,0.279122561,0.011186451,0.011967547,0.192310423,-0.001404562,0.023623586,0.140707701,-0.010803727,0.035594277,0.092977554,-0.017907728,B
0.007651441,0.561433285,3.77E-07,0.08488708,0.506070644,-0.036546398,0.137045823,0.405837923,-0.040770572,0.124490209,0.30191943,-0.042044897,0.089270957,0.226956993,-0.040450469,0.149377458,0.277128667,0.017228492,0.164790384,0.170438379,0.013627152,0.160850339,0.101973236,0.000355379,0.15389549,0.04020825,-0.012115076,0.100879274,0.257231027,0.022792445,0.118355446,0.142183512,0.023785995,0.121182598,0.065441191,0.010087489,0.119726263,0,-0.002793075,0.05271738,0.261324555,0.020470785,0.067329727,0.151901215,0.012529791,0.076976411,0.09046635,-0.003133425,0.079246484,0.0386509,-0.015084645,0,0.279043168,0.013526014,0.011455007,0.191920906,0.00066777,0.022895493,0.140161216,-0.009206545,0.03522899,0.092158705,-0.016610585,B
0.007610939,0.562537313,3.79E-07,0.084435411,0.507411182,-0.036860403,0.136795886,0.406569183,-0.04133885,0.124922462,0.301749051,-0.042855095,0.089745216,0.226029694,-0.041427273,0.149210103,0.278190672,0.017123431,0.164937146,0.171094775,0.013464348,0.161010511,0.102212638,0.000216636,0.154021032,0.040351838,-0.01222216,0.1006997,0.258012593,0.022786645,0.118322887,0.142590463,0.023802293,0.121146567,0.065654099,0.010227112,0.119678251,0,-0.002570117,0.052619167,0.26182723,0.020534368,0.06713786,0.152234077,0.012738137,0.076942407,0.090551853,-0.002663184,0.079324521,0.038664341,-0.014480195,0,0.279210031,0.013592256,0.01128424,0.191983402,0.000857226,0.022828005,0.1398049,-0.008926684,0.035244159,0.091603458,-0.016274907,B
0.010330372,0.565061659,4.05E-07,0.08689376,0.508799285,-0.036241967,0.138479583,0.405742556,-0.040268704,0.126333632,0.300735503,-0.041612845,0.090492167,0.224025875,-0.039942317,0.151084892,0.277595729,0.020355854,0.167483889,0.170991331,0.018063582,0.163243048,0.101724088,0.005728512,0.154966705,0.040742338,-0.005922589,0.102022506,0.257967263,0.025727559,0.120262884,0.14258644,0.028841792,0.122811951,0.065688819,0.016637908,0.120349012,0,0.004800685,0.053477608,0.261746973,0.022938093,0.069896586,0.152315229,0.016706008,0.080287583,0.090491861,0.001823811,0.082088418,0.037702411,-0.009852551,0,0.278811187,0.015401642,0.013054587,0.192607433,0.003704947,0.025035284,0.14176622,-0.005405479,0.037438743,0.09438777,-0.012420467,B
0.010212183,0.566375583,3.86E-07,0.086721696,0.511546642,-0.036334846,0.138746001,0.407332927,-0.04076298,0.127332203,0.300629288,-0.042512536,0.090936102,0.223226637,-0.041276716,0.151612662,0.277420372,0.018777436,0.167584382,0.170299917,0.015139491,0.162918471,0.101100475,0.001789361,0.15453466,0.039562672,-0.010684908,0.102352612,0.25733152,0.023776468,0.120701574,0.142184585,0.025290005,0.123559736,0.06584546,0.012152736,0.12155918,0,-0.00034983,0.053534202,0.261214644,0.02071373,0.069760598,0.151596576,0.0132473,0.080742188,0.089771688,-0.001695987,0.083190985,0.036744297,-0.013359931,0,0.279260129,0.012926471,0.013524331,0.192272812,0.000421446,0.025792032,0.140951663,-0.008699431,0.038386576,0.093036205,-0.01568355,B
0.009724572,0.566638023,3.72E-07,0.086347334,0.511661381,-0.035332639,0.138135485,0.406493753,-0.039126009,0.126903333,0.300023168,-0.040416554,0.090959676,0.222932309,-0.038769923,0.151232369,0.277905971,0.019365957,0.167179205,0.17062667,0.015738891,0.162520595,0.101596445,0.002378077,0.154230811,0.039912701,-0.010142379,0.102118544,0.257818013,0.023932338,0.120413847,0.142467618,0.025195381,0.123338766,0.065976828,0.01179138,0.121518768,0,-0.000919938,0.053352557,0.261598259,0.020536387,0.069391303,0.151846379,0.01292864,0.080379345,0.089970618,-0.002176884,0.082921378,0.036886364,-0.013973048,0,0.279522985,0.012517035,0.013519533,0.191972703,1.62E-05,0.025684595,0.140162438,-0.009172484,0.038216479,0.091649503,-0.016263738,B
0.010295354,0.568950087,3.84E-07,0.08549618,0.512206465,-0.03539687,0.136275105,0.405333608,-0.039217044,0.125996135,0.29932943,-0.040665958,0.089569069,0.22421959,-0.03921495,0.150126614,0.275189668,0.020434001,0.166255988,0.169716388,0.017315578,0.162401386,0.10185203,0.003843714,0.154462703,0.040339798,-0.008935241,0.101809137,0.255301148,0.024717107,0.119835146,0.141432971,0.026380042,0.1233043,0.066297948,0.012804708,0.122110702,0,-3.73E-05,0.053342409,0.260160655,0.02097694,0.069133438,0.150801748,0.013822571,0.079791717,0.089146882,-0.00135302,0.082392238,0.035378188,-0.013220557,0,0.279439241,0.01256324,0.012791969,0.190351158,0.000662492,0.024976343,0.137771517,-0.008217374,0.038113274,0.088814288,-0.015137382,B
